song|type|difficulty|version
Sweets Time|dx|expert|UNiVERSE
エピクロスの虹はもう見えない|standard|expert|GreeN PLUS
トランスダンスアナーキー|dx|expert|Splash PLUS
Oath Act|dx|expert|maimaiでらっくす PLUS
Money Money|standard|expert|FiNALE
LOVE EAST|standard|expert|MiLK PLUS
WARNING×WARNING×WARNING|dx|expert|MiLK
WARNING×WARNING×WARNING|standard|expert|MiLK
下克上々|dx|expert|Splash PLUS
ソリッド|dx|expert|maimaiでらっくす PLUS
隠然|standard|expert|FiNALE
みんなの|standard|expert|MiLK PLUS
幻想のサテライト|dx|expert|GreeN PLUS
幻想のサテライト|standard|expert|GreeN PLUS
待チ人ハ来ズ。|standard|expert|GreeN PLUS
響縁|dx|expert|ORANGE PLUS
響縁|standard|expert|ORANGE PLUS
囲い無き世は一期の月影|standard|expert|PiNK
儚きもの人間|standard|expert|PiNK PLUS
Melody！|dx|expert|Splash PLUS
永遠のメロディ|standard|expert|MiLK
オーディエンスを沸かす程度の能力 feat.タイツォン|standard|expert|MURASAKi PLUS
Sweet Requiem|dx|expert|Splash
taboo tears you up|dx|expert|MURASAKi
taboo tears you up|standard|expert|MURASAKi
Dive into The Sky ～initialized～|dx|expert|Splash
Drive Your Fire|dx|expert|maimaiでらっくす PLUS
White Traveling Girl|standard|expert|FiNALE
No Routine|standard|expert|PiNK PLUS
Scream out! -maimai SONIC WASHER Edit-|dx|expert|MURASAKi
Scream out! -maimai SONIC WASHER Edit-|standard|expert|MURASAKi
絡繰りドール|dx|expert|Splash
不思議の国のクリスマス|standard|expert|FiNALE
INFINITE WORLD|standard|expert|MiLK PLUS
Grip & Break down !!|dx|expert|GreeN
Grip & Break down !!|standard|expert|GreeN
Cosmic Magic Shooter|standard|expert|ORANGE
しゅわスパ大作戦☆|standard|expert|GreeN
全人類ノ非想天則|standard|expert|GreeN
Bad Apple!! feat.nomico (REDALiCE Remix)|dx|expert|maimaiでらっくす PLUS
Bad Apple!! feat nomico|standard|expert|GreeN
チルノのパーフェクトさんすう教室　⑨周年バージョン|dx|expert|MURASAKi PLUS
チルノのパーフェクトさんすう教室　⑨周年バージョン|standard|expert|MURASAKi PLUS
チルノのパーフェクトさんすう教室|standard|expert|GreeN
魔理沙は大変なものを盗んでいきました|standard|expert|GreeN
患部で止まってすぐ溶ける～狂気の優曇華院|dx|expert|GreeN PLUS
患部で止まってすぐ溶ける～狂気の優曇華院|standard|expert|GreeN PLUS
究極焼肉レストラン！お燐の地獄亭！|standard|expert|ORANGE
お嫁にしなさいっ！|standard|expert|GreeN PLUS
キャプテン・ムラサのケツアンカー|standard|expert|ORANGE PLUS
ひれ伏せ愚民どもっ！|standard|expert|PiNK PLUS
げきオコスティックファイナリアリティぷんぷんマスタースパーク|dx|expert|maimaiでらっくす
【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】|standard|expert|FiNALE
Club Ibuki in Break All|standard|expert|MURASAKi
sweet little sister|standard|expert|GreeN PLUS
ケロ⑨destiny|standard|expert|ORANGE PLUS
Phantasm Brigade|standard|expert|MURASAKi
蒼空に舞え、墨染の桜|standard|expert|PiNK
フラグメンツ -T.V. maimai edit-|standard|expert|PiNK
橙の幻想郷音頭|standard|expert|PiNK
Starlight Dance Floor|standard|expert|MURASAKi PLUS
神々の祈り|standard|expert|GreeN PLUS
願いを呼ぶ季節|standard|expert|PiNK
宿題が終わらないっ！|standard|expert|MURASAKi PLUS
東方スイーツ！～鬼畜姉妹と受難メイド～|standard|expert|ORANGE PLUS
少女幻葬戦慄曲 ～ Necro Fantasia|standard|expert|PiNK
妖精村の月誕祭 ～Lunate Elf|standard|expert|MURASAKi PLUS
ってゐ！ ～えいえんてゐVer～|standard|expert|ORANGE PLUS
東方妖々夢 ～the maximum moving about～|standard|expert|PiNK
物凄い勢いでけーねが物凄いうた|standard|expert|PiNK
進捗どうですか？|standard|expert|MiLK PLUS
ハウリング|dx|expert|Splash PLUS
Prismatic|dx|expert|Splash
Paranoia|dx|expert|Splash
CYBER Sparks|standard|expert|MiLK PLUS
wheel|dx|expert|maimaiでらっくす PLUS
Witches night|dx|expert|maimaiでらっくす PLUS
Starlight Vision|standard|expert|MURASAKi
幽闇に目醒めしは|standard|expert|MURASAKi
Endless, Sleepless Night|standard|expert|GreeN PLUS
エテルニタス・ルドロジー|standard|expert|PiNK PLUS
四次元跳躍機関|standard|expert|ORANGE PLUS
Jimang Shot|standard|expert|PiNK
ネクロファンタジア～Arr.Demetori|standard|expert|FiNALE
Doll Judgment|standard|expert|MiLK
進め！イッスン軍団 -Rebellion of the Dwarfs-|standard|expert|MiLK PLUS
Little "Sister" Bitch|dx|expert|maimaiでらっくす
Yakumo >>JOINT STRUGGLE (2019 Update)|dx|expert|maimaiでらっくす
Imperishable Night 2006 (2016 Refine)|standard|expert|FiNALE
もうみんなしねばいいのに|standard|expert|MiLK
スカーレット警察のゲットーパトロール24時|dx|master|FESTiVAL
銀のめぐり|dx|master|FESTiVAL
Destiny Runner|dx|master|FESTiVAL
三妖精SAY YA!!!|dx|master|UNiVERSE PLUS
響け！CHIREI MY WAY!|dx|master|UNiVERSE
悪戯センセーション|dx|master|Splash
全力ハッピーライフ|dx|master|maimaiでらっくす PLUS
紅に染まる恋の花|dx|master|UNiVERSE PLUS
今、誰が為のかがり火へ|dx|master|Splash PLUS
泡沫、哀のまほろば|standard|master|MiLK
華鳥風月|standard|master|MURASAKi PLUS
月に叢雲華に風|dx|master|PiNK PLUS
月に叢雲華に風|standard|master|PiNK PLUS
色は匂へど散りぬるを|standard|master|MURASAKi
大輪の魂 (feat. AO, 司芭扶)|dx|master|UNiVERSE PLUS
物凄いヴァイブスで魔理沙が物凄いラップ|dx|master|Splash
アマノジャクリバース feat. ｙｔｒ|standard|master|MiLK PLUS
天狗の落とし文 feat. ｙｔｒ|standard|master|MiLK
Armageddon|dx|master|UNiVERSE PLUS
Calamity Fortune|dx|master|MURASAKi PLUS
Calamity Fortune|standard|master|MURASAKi PLUS
Spring of Dreams|dx|master|UNiVERSE PLUS
ロストワードクロニカル|dx|master|Splash PLUS
神々が恋した幻想郷|dx|master|UNiVERSE
紅星ミゼラブル～廃憶編|dx|master|UNiVERSE
イヤホンロマンス|dx|master|UNiVERSE
マツヨイナイトバグ|dx|master|UNiVERSE
ナイト・オブ・ナイツ (Cranky Remix)|dx|master|maimaiでらっくす
ナイト・オブ・ナイツ|standard|master|GreeN
疾走あんさんぶる|standard|master|MiLK
サドマミホリック|standard|master|MiLK PLUS
最終鬼畜妹フランドール・S|standard|master|FiNALE
最終鬼畜妹・一部声|standard|master|ORANGE PLUS
Help me, ERINNNNNN!!|standard|master|GreeN
最速最高シャッターガール|standard|master|GreeN PLUS
ウサテイ|standard|master|GreeN
クレイジークレイジーダンサーズ|standard|master|FiNALE
Yet Another ”drizzly rain”|standard|master|ORANGE PLUS
シアワセうさぎ|standard|master|GreeN PLUS
幻想に咲いた花|dx|master|UNiVERSE
明星ロケット|standard|master|ORANGE
緋色のDance|standard|master|ORANGE
YU-MU|standard|master|PiNK
Sweets Time|dx|master|UNiVERSE
エピクロスの虹はもう見えない|standard|master|GreeN PLUS
トランスダンスアナーキー|dx|master|Splash PLUS
Oath Act|dx|master|maimaiでらっくす PLUS
Money Money|standard|master|FiNALE
LOVE EAST|standard|master|MiLK PLUS
WARNING×WARNING×WARNING|dx|master|MiLK
WARNING×WARNING×WARNING|standard|master|MiLK
下克上々|dx|master|Splash PLUS
ソリッド|dx|master|maimaiでらっくす PLUS
隠然|standard|master|FiNALE
みんなの|standard|master|MiLK PLUS
幻想のサテライト|dx|master|GreeN PLUS
幻想のサテライト|standard|master|GreeN PLUS
待チ人ハ来ズ。|standard|master|GreeN PLUS
響縁|dx|master|ORANGE PLUS
響縁|standard|master|ORANGE PLUS
囲い無き世は一期の月影|standard|master|PiNK
儚きもの人間|standard|master|PiNK PLUS
Melody！|dx|master|Splash PLUS
永遠のメロディ|standard|master|MiLK
オーディエンスを沸かす程度の能力 feat.タイツォン|standard|master|MURASAKi PLUS
Sweet Requiem|dx|master|Splash
taboo tears you up|dx|master|MURASAKi
taboo tears you up|standard|master|MURASAKi
Dive into The Sky ～initialized～|dx|master|Splash
Drive Your Fire|dx|master|maimaiでらっくす PLUS
White Traveling Girl|standard|master|FiNALE
No Routine|standard|master|PiNK PLUS
Scream out! -maimai SONIC WASHER Edit-|dx|master|MURASAKi
Scream out! -maimai SONIC WASHER Edit-|standard|master|MURASAKi
絡繰りドール|dx|master|Splash
不思議の国のクリスマス|standard|master|FiNALE
INFINITE WORLD|standard|master|MiLK PLUS
Grip & Break down !!|dx|master|GreeN
Grip & Break down !!|standard|master|GreeN
Cosmic Magic Shooter|standard|master|ORANGE
しゅわスパ大作戦☆|standard|master|GreeN
全人類ノ非想天則|standard|master|GreeN
Bad Apple!! feat.nomico (REDALiCE Remix)|dx|master|maimaiでらっくす PLUS
Bad Apple!! feat nomico|standard|master|GreeN
チルノのパーフェクトさんすう教室　⑨周年バージョン|dx|master|MURASAKi PLUS
チルノのパーフェクトさんすう教室　⑨周年バージョン|standard|master|MURASAKi PLUS
チルノのパーフェクトさんすう教室|standard|master|GreeN
魔理沙は大変なものを盗んでいきました|standard|master|GreeN
患部で止まってすぐ溶ける～狂気の優曇華院|dx|master|GreeN PLUS
患部で止まってすぐ溶ける～狂気の優曇華院|standard|master|GreeN PLUS
究極焼肉レストラン！お燐の地獄亭！|standard|master|ORANGE
お嫁にしなさいっ！|standard|master|GreeN PLUS
キャプテン・ムラサのケツアンカー|standard|master|ORANGE PLUS
ひれ伏せ愚民どもっ！|standard|master|PiNK PLUS
げきオコスティックファイナリアリティぷんぷんマスタースパーク|dx|master|maimaiでらっくす
【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】|standard|master|FiNALE
Club Ibuki in Break All|standard|master|MURASAKi
sweet little sister|standard|master|GreeN PLUS
ケロ⑨destiny|standard|master|ORANGE PLUS
Phantasm Brigade|standard|master|MURASAKi
蒼空に舞え、墨染の桜|standard|master|PiNK
フラグメンツ -T.V. maimai edit-|standard|master|PiNK
橙の幻想郷音頭|standard|master|PiNK
Starlight Dance Floor|standard|master|MURASAKi PLUS
神々の祈り|standard|master|GreeN PLUS
願いを呼ぶ季節|standard|master|PiNK
宿題が終わらないっ！|standard|master|MURASAKi PLUS
東方スイーツ！～鬼畜姉妹と受難メイド～|standard|master|ORANGE PLUS
少女幻葬戦慄曲 ～ Necro Fantasia|standard|master|PiNK
妖精村の月誕祭 ～Lunate Elf|standard|master|MURASAKi PLUS
ってゐ！ ～えいえんてゐVer～|standard|master|ORANGE PLUS
東方妖々夢 ～the maximum moving about～|standard|master|PiNK
物凄い勢いでけーねが物凄いうた|standard|master|PiNK
進捗どうですか？|standard|master|MiLK PLUS
ハウリング|dx|master|Splash PLUS
Prismatic|dx|master|Splash
Paranoia|dx|master|Splash
CYBER Sparks|standard|master|MiLK PLUS
wheel|dx|master|maimaiでらっくす PLUS
Witches night|dx|master|maimaiでらっくす PLUS
Starlight Vision|standard|master|MURASAKi
幽闇に目醒めしは|standard|master|MURASAKi
Endless, Sleepless Night|standard|master|GreeN PLUS
エテルニタス・ルドロジー|standard|master|PiNK PLUS
四次元跳躍機関|standard|master|ORANGE PLUS
Jimang Shot|standard|master|PiNK
ネクロファンタジア～Arr.Demetori|standard|master|FiNALE
Doll Judgment|standard|master|MiLK
進め！イッスン軍団 -Rebellion of the Dwarfs-|standard|master|MiLK PLUS
Little "Sister" Bitch|dx|master|maimaiでらっくす
Yakumo >>JOINT STRUGGLE (2019 Update)|dx|master|maimaiでらっくす
Imperishable Night 2006 (2016 Refine)|standard|master|FiNALE
もうみんなしねばいいのに|standard|master|MiLK
ナイト・オブ・ナイツ|standard|remaster|GreeN
サドマミホリック|standard|remaster|MiLK PLUS
最終鬼畜妹フランドール・S|standard|remaster|FiNALE
クレイジークレイジーダンサーズ|standard|remaster|FiNALE
明星ロケット|standard|remaster|ORANGE
緋色のDance|standard|remaster|ORANGE
エピクロスの虹はもう見えない|standard|remaster|GreeN PLUS
隠然|standard|remaster|FiNALE
Bad Apple!! feat nomico|standard|remaster|GreeN
患部で止まってすぐ溶ける～狂気の優曇華院|standard|remaster|GreeN PLUS
ってゐ！ ～えいえんてゐVer～|standard|remaster|ORANGE PLUS
CYBER Sparks|standard|remaster|MiLK PLUS
Random|dx|basic|FESTiVAL
Luminaria|dx|basic|FESTiVAL
田中|dx|basic|FESTiVAL
竹|dx|basic|UNiVERSE
プナイプナイせんそう|dx|basic|maimaiでらっくす
さんさーら！|dx|basic|UNiVERSE
Southern Cross|dx|basic|UNiVERSE
キラメキ居残り大戦争|dx|basic|Splash PLUS
ベースラインやってる？笑|dx|basic|Splash PLUS
ヒステリックナイトガール|dx|basic|UNiVERSE
FLOWER|standard|basic|ORANGE
Scars of FAUNA|standard|basic|ORANGE
極圏|standard|basic|FiNALE
きたさいたま2000|standard|basic|ORANGE
Ignis Danse|standard|basic|ORANGE
夜明けまであと３秒|standard|basic|MURASAKi
セイクリッド　ルイン|standard|basic|FiNALE
Got more raves？|standard|basic|ORANGE
FUJIN Rumble|standard|basic|ORANGE
Scarlet Lance|standard|basic|FiNALE
BLUE ZONE|dx|basic|UNiVERSE PLUS
スーパーシンメトリー|dx|basic|UNiVERSE
Brain Power|standard|basic|MiLK PLUS
Grievous Lady|dx|basic|Splash
Ether Strike|dx|basic|Splash
Cyaegha|dx|basic|Splash
Entrance|dx|basic|maimaiでらっくす PLUS
Lunar Mare|dx|basic|maimaiでらっくす PLUS
Saika|dx|basic|maimaiでらっくす PLUS
CHAOS|dx|basic|maimaiでらっくす PLUS
Maboroshi|dx|basic|maimaiでらっくす PLUS
BANG!|dx|basic|UNiVERSE PLUS
Define|dx|basic|UNiVERSE PLUS
Estahv|dx|basic|UNiVERSE PLUS
First Dance|dx|basic|UNiVERSE PLUS
Mjölnir|dx|basic|UNiVERSE PLUS
Love's Theme of BADASS ～バッド・アス 愛のテーマ～|dx|basic|UNiVERSE PLUS
BATTLE NO.1|dx|basic|Splash
ヒミツCULT|dx|basic|Splash PLUS
ALiVE|dx|basic|Splash PLUS
MEGATON KICK|dx|basic|Splash PLUS
Big Daddy|dx|basic|Splash PLUS
LOSE CONTROL|dx|basic|Splash PLUS
Strange Bar|dx|basic|Splash PLUS
Dreadnought|dx|basic|UNiVERSE PLUS
enchanted love|dx|basic|UNiVERSE PLUS
Caterpillar Song|dx|basic|UNiVERSE PLUS
Upshift|dx|basic|UNiVERSE
MOBILYS|dx|basic|UNiVERSE
CO5M1C R4ILR0AD|dx|basic|Splash PLUS
MAKE IT FUNKY NOW|dx|basic|Splash PLUS
Rush-More|dx|basic|Splash PLUS
Re：End of a Dream|dx|basic|Splash PLUS
MilK|standard|basic|MiLK
もぺもぺ|dx|basic|Splash PLUS
Sound Chimera|dx|basic|Splash PLUS
felys -final remix-|dx|basic|Splash
Arty Party|dx|basic|Splash
カラッポ・ノンフィクション|dx|basic|Splash
c.s.q.n.|dx|basic|Splash
emomomo|dx|basic|Splash
アトロポスと最果の探究者|dx|basic|maimaiでらっくす PLUS
energy trixxx|dx|basic|maimaiでらっくす PLUS
NULCTRL|dx|basic|maimaiでらっくす PLUS
Black Lair|dx|basic|maimaiでらっくす PLUS
Altale|standard|basic|FiNALE
Destr0yer|dx|basic|UNiVERSE
Destr0yer|standard|basic|UNiVERSE
Halcyon|dx|basic|UNiVERSE PLUS
Halcyon|standard|basic|UNiVERSE PLUS
サンバランド|dx|basic|UNiVERSE PLUS
サンバランド|standard|basic|UNiVERSE PLUS
End Time|standard|basic|FiNALE
L4TS:2018 (feat. あひる & KTA)|standard|basic|FiNALE
B.M.S.|standard|basic|FiNALE
ENERGY SYNERGY MATRIX|dx|basic|MiLK PLUS
ENERGY SYNERGY MATRIX|standard|basic|MiLK PLUS
FREEDOM DiVE (tpz Overcute Remix)|standard|basic|MiLK PLUS
Credits|standard|basic|MiLK
ULTRA B+K|standard|basic|MiLK PLUS
GO BACK 2 YOUR RAVE|standard|basic|MURASAKi PLUS
B.B.K.K.B.K.K.|standard|basic|ORANGE
魔法少女になるしかねぇ|standard|basic|FiNALE
人里に下ったアタイがいつの間にか社畜になっていた件|standard|basic|MURASAKi PLUS
Maxi|standard|basic|MURASAKi PLUS
KISS CANDY FLAVOR|standard|basic|MURASAKi PLUS
conflict|dx|basic|MURASAKi
conflict|standard|basic|MURASAKi
EVERGREEN|standard|basic|FiNALE
Party 4U ”holy nite mix”|standard|basic|PiNK
GOODMEN|standard|basic|MURASAKi
Sakura Fubuki|standard|basic|MURASAKi
METATRON|standard|basic|PiNK PLUS
オモイヨシノ|standard|basic|PiNK
L9|standard|basic|ORANGE PLUS
Good Bye, Mr. Jack|standard|basic|FiNALE
麒麟|standard|basic|MiLK
Jack-the-Ripper◆|standard|basic|GreeN PLUS
DRAGONLADY|standard|basic|GreeN PLUS
若い力|dx|basic|UNiVERSE PLUS
デコボコ体操第二|standard|basic|maimai PLUS
Let's Go Away|standard|basic|MiLK PLUS
Conquista Ciela|standard|basic|MiLK PLUS
Reach For The Stars (Re-Colors)|dx|basic|UNiVERSE PLUS
Reach For The Stars|standard|basic|maimai
Fist Bump|standard|basic|MiLK PLUS
Live & Learn|standard|basic|GreeN PLUS
Back 2 Back|standard|basic|GreeN PLUS
Windy Hill -Zone 1|standard|basic|GreeN PLUS
City Escape: Act1|standard|basic|maimai
Rooftop Run: Act1|standard|basic|maimai
終わりなき物語|standard|basic|PiNK PLUS
Our Fighting|standard|basic|ORANGE PLUS
